StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,sex,age,education,faith_in_god,religious_activity_freq,3,Q3.1,Q3.2,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1,Q7.2,Q8.1,Q8.2,Q9.1,Q9.2,Q10.1,Q10.2
12/26/2023 9:28,12/26/2023 9:35,IP Address,110.83.33.113,100,424,TRUE,12/26/2023 9:36,R_42KBHRtynBctAfq,,,,,26.0492,119.2906,anonymous,ZH-T,30,男,55,大专毕业,比较相信,每天都有，甚至不止一次,是,也许会增加,更大,很有可能会增加,更大,也许会增加,更大,也许会增加,更大,也许会增加,更大,很有可能会增加,更大,也许会增加,更大,不变,更大
12/26/2023 22:20,12/26/2023 22:34,IP Address,120.32.128.239,100,805,TRUE,12/26/2023 22:34,R_4CIDIIrJcK4sTiS,,,,,34.7732,113.722,anonymous,ZH-T,31,女,19,高中毕业,比较相信,每周一次,是,也许会降低,不变,也许会增加,不变,不变,更大,很有可能会降低,不变,很有可能会增加,更大,不变,不变,很有可能会降低,更小,不变,更大
12/26/2023 23:46,12/26/2023 23:50,IP Address,142.179.226.3,100,255,TRUE,12/26/2023 23:50,R_6EDYyTFtvC5ZFWM,,,,,53.459,-113.5227,anonymous,ZH-T,32,女,29,本科毕业,非常相信,每周一次,是,也许会增加,很有可能会增加,很有可能会增加,不变,很有可能会增加,一定会增加,也许会增加,很有可能会增加,一定会增加,很有可能会增加,一定会增加,一定会增加,也许会降低,也许会增加,不变,也许会增加
12/26/2023 23:57,12/27/2023 0:02,IP Address,112.48.35.207,100,267,TRUE,12/27/2023 0:02,R_423rZFjkmXs7Zkd,,,,,24.4793,118.0673,anonymous,ZH-T,33,女,19,高中毕业,比较相信,每周一次,是,也许会降低,也许会增加,很有可能会增加,可能更多,很有可能会降低,也许会增加,也许会降低,不变,很有可能会增加,很有可能会增加,很有可能会增加,一定会增加,也许会降低,不变,很有可能会增加,也许会增加
12/27/2023 1:18,12/27/2023 1:26,IP Address,36.250.149.215,100,506,TRUE,12/27/2023 1:26,R_4cwOOhOfiE3mVFY,,,,,25.4536,118.9929,anonymous,ZH-T,34,男,23,本科毕业,非常相信,每天都有，甚至不止一次,是,也许会降低,很有可能会增加,也许会增加,不变,也许会增加,一定会增加,也许会增加,一定会增加,很有可能会增加,一定会增加,很有可能会增加,一定会增加,也许会降低,一定会增加,不变,不变
12/27/2023 3:35,12/27/2023 3:40,IP Address,120.36.72.102,100,287,TRUE,12/27/2023 3:40,R_1uxE2BfSML6ynTl,,,,,26.0492,119.2906,anonymous,ZH-T,35,女,60,大学毕业,非常相信,每天都有，甚至不止一次,是,也许会降低,也许会增加,也许会增加,也许更少,也许会降低,一定会增加,也许会降低,很有可能会增加,一定会增加,一定会增加,一定会增加,一定会增加,也许会降低,也许会增加,也许会增加,不变
12/27/2023 3:53,12/27/2023 3:59,IP Address,158.247.244.138,100,329,TRUE,12/27/2023 3:59,R_4Pv2XLgHpEjVbrj,,,,,37.5681,126.8998,anonymous,ZH-T,36,男,22,大学毕业,比较相信,每周一次,是,不变,也许会增加,也许会降低,也许更少,也许会降低,很有可能会增加,也许会降低,很有可能会增加,也许会增加,很有可能会增加,不变,不变,很有可能会降低,很有可能会降低,不变,不变
12/27/2023 20:41,12/27/2023 20:45,IP Address,27.149.64.4,100,249,TRUE,12/27/2023 20:45,R_3qpTuIBtYXqYj2E,,,,,24.9051,118.5707,anonymous,ZH-T,37,男,19,高中毕业,比较相信,每周一次,是,不变,一定会增加,一定会增加,也许更多,不变,很有可能会增加,不变,也许会增加,一定会增加,一定会增加,一定会增加,一定会增加,不变,也许会增加,也许会增加,一定会增加
12/27/2023 5:26,12/27/2023 5:29,IP Address,39.144.248.40,100,170,TRUE,12/27/2023 5:29,R_42zyje2SZMN2ctb,,,,,26.6564,119.5239,anonymous,ZH-T,38,女,19,高中毕业,非常相信,每周一次,是,也许会增加,也许会增加,一定会增加,很有可能更多,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,一定会增加,一定会增加,很有可能会增加,很有可能会增加,也许会降低,也许会增加,一定会增加,很有可能会增加
12/27/2023 6:10,12/27/2023 6:14,IP Address,223.104.72.227,100,211,TRUE,12/27/2023 6:14,R_4uTeY66TlF6DnP3,,,,,22.2767,113.5788,anonymous,ZH-T,39,女,20,高中毕业,非常相信,每月一次,是,也许会降低,很有可能会增加,一定会增加,很有可能更多,也许会降低,一定会增加,也许会降低,一定会增加,一定会增加,一定会增加,一定会增加,一定会增加,也许会降低,很有可能会增加,很有可能会增加,一定会增加
12/27/2023 6:42,12/27/2023 6:50,IP Address,39.144.250.185,100,494,TRUE,12/27/2023 6:50,R_4HGmF72CcMZ4IOa,,,,,26.2486,117.6186,anonymous,ZH-T,40,男,20,高中毕业,比较相信,每周一次,是,也许会降低,也许会增加,一定会增加,很有可能更多,也许会降低,很有可能会增加,不变,很有可能会增加,不变,很有可能会增加,一定会增加,很有可能会增加,很有可能会降低,很有可能会降低,一定会增加,很有可能会增加
12/27/2023 7:06,12/27/2023 7:11,IP Address,223.104.194.143,100,305,TRUE,12/27/2023 7:11,R_40xgVC8LaB3bZbI,,,,,36.6756,117.0211,anonymous,ZH-T,41,男,19,高中毕业,非常相信,每天都有，甚至不止一次,是,也许会增加,不变,很有可能会增加,也许更多,也许会降低,很有可能会增加,也许会降低,也许会增加,很有可能会增加,很有可能会增加,很有可能会增加,很有可能会增加,也许会降低,也许会降低,也许会增加,也许会降低
12/27/2023 7:38,12/27/2023 7:41,IP Address,39.144.249.133,100,220,TRUE,12/27/2023 7:41,R_4tLjCO0oI25IJxr,,,,,25.0694,117.0127,anonymous,ZH-T,42,女,19,高中毕业,非常相信,每周一次,是,也许会增加,也许会增加,也许会增加,不变,很有可能会增加,很有可能会增加,也许会增加,很有可能会增加,一定会增加,很有可能会增加,很有可能会增加,很有可能会增加,也许会增加,也许会增加,不变,不变
12/27/2023 7:59,12/27/2023 8:05,IP Address,90.162.81.164,100,356,TRUE,12/27/2023 8:05,R_3tJwD2TImbA4UNk,,,,,41.3768,2.1669,anonymous,ZH-T,43,女,59,大专毕业,非常相信,每周一次,是,不变,不变,也许会增加,也许更多,不变,不变,不变,不变,也许会增加,不变,也许会增加,不变,也许会降低,也许会增加,不变,不变
12/27/2023 8:23,12/27/2023 8:27,IP Address,36.21.195.114,100,254,TRUE,12/27/2023 8:27,R_4kzamKbq8US6acc,,,,,30.2994,120.1612,anonymous,ZH-T,44,男,20,高中毕业,非常相信,每天都有，甚至不止一次,是,很有可能会降低,也许会增加,也许会增加,也许更多,也许会降低,也许会增加,也许会降低,也许会增加,一定会增加,一定会增加,一定会增加,一定会增加,也许会降低,也许会增加,也许会增加,一定会增加
12/28/2023 2:11,12/28/2023 2:12,IP Address,110.82.170.96,20,31,FALSE,1/4/2024 2:12,R_42WhEfMkpzimvMO,,,,,,,anonymous,ZH-T,45,女,21,高中毕业,非常相信,每周一次,是,,,,,,,,,,,,,,,,
12/24/2023 5:29,12/24/2023 5:54,IP Address,120.32.200.96,60,1471,FALSE,12/31/2023 5:54,R_4zIQWb6LCO4MJFh,,,,,,,anonymous,ZH-T,46,女,20,大学本科,非常相信,每天都有，甚至不止一次,是,不确定,更大,也许会增加,更大,不确定,更大,不确定,更大,,,,,,,,
